id,title,date,master,production,category,cast,notes,format,tags,url,encora,niceDate
,Starlight Express,2019-07-14,Lulu13,"Bochum, Germany",audio,"Markus Fetter (Rusty), Hollie Aires (Pearl), Ben Carruthers (Greaseball), Adam Lake (Electra), Reva Rice (Momma), Rose Ouellette (Dinah), Emmanuelle N'zuzi (Belle the Bar Car), Emilie du Leslay (Carrie), Daniel Ellison (Caboose), Christian Jones (Dustin), Charles Butcher (Flat Top), Garry Kessing (Rocky 1), Kristian Jacobs (Ruhrgold), Terence Uphoff (Espresso), Whitney Martins (Coco), Jack Hinton (Brexit), Jamie Sidhom (Manga), Jae Red Lempriere | RED (Turnov), Hollie Jane Stephens (Joule), Anthony Cragg (Volta), Halimah Kyrgios (Wrench), Isaac Edwards (Killerwatt), Jeremy Suarez (Trax 1), Joey Egan (Trax 2)",,,,MEGA,1005103,"Jul 14, 2019"
,Starlight Express,2019-07-11,Diodenes Of Catania,"Bochum, Germany",audio,"Markus Fetter (Rusty), Emilie du Leslay (u/s Pearl), Eric Dahlen (u/s Greaseball), Adam Lake (Electra), Reva Rice (Momma), Rose Ouellette (Dinah), Emmanuelle N'zuzi (Belle the Bar Car), Hollie Jane Stephens (u/s Carrie), Daniel Ellison (Caboose), Christian Jones (Dustin), Dennis Spee (u/s Flat Top), Jae Red Lempriere | RED (u/s Rocky 1), Jamie Landmann (u/s Ruhrgold), Terence Uphoff (Espresso), Sian Jones (u/s Coco), Jack Hinton (Brexit), Jamie Sidhom (Manga), Jordan Rose (u/s Turnov), Lucy Glover (u/s Joule), Sam Gallacher (u/s Volta), Halimah Kyrgios (Wrench), Isaac Edwards (Killerwatt), Jeremy Suarez (Trax 1), Joey Egan (Trax 2)",,,,MEGA,29103,"Jul 11, 2019"
,Artus Excalibur,2019-07-02,pro-shot,South Korea (First Season),video,"카이 Kai (Artus), 김소향 Kim So-hyang (Guinevere), 박강현 Park Kang-hyun (Lancelot), 김준현 Kim Joon-hyun (Merlin), 신영숙 Shin Young-sook (Morgana)",,,,MEGA,1000065,"Jul 2, 2019"
,Jesus Christ Superstar,2019-07-01,hitmewithyourbethshot,Barbican Theatre,video,"Robert Tripolino (Jesus Christ), Ricardo Afonso (Judas Iscariot), Sallay Garnett (Mary Magdalene), Matt Cardle (Pontius Pilate), Cavin Cornwall (Caiaphas), Nathan Amzi (Annas), Matthew Harvey (Peter), Tim Newman (Simon Zealotes), Sam Buttery (King Herod)",,,,MEGA,22521,"Jul 1, 2019"
,Starlight Express,2019-06-15,Unknown,"Bochum, Germany",audio,"Markus Fetter (Rusty), Hollie Aires (Pearl), Ben Carruthers (Greaseball), Adam Lake (Electra), Reva Rice (Momma), Rose Ouellette (Dinah), Sian Jones (u/s Belle the Bar Car), Emilie du Leslay (Carrie), Daniel Ellison (Caboose), Christian Jones (Dustin), Charles Butcher (Flat Top), Isaac Edwards (Rocky 1), Tom Nihill (Ruhrgold), Terence Uphoff (Espresso), Whitney Martins (Coco), Jamie Landmann (Brexit), Jamie Sidhom (Manga), Jae Red Lempriere | RED (Turnov), Hollie Jane Stephens (Joule), Halimah Kyrgios (Wrench), Dennis Spee (Killerwatt), Etienne Vogel (Trax 1), Jeremy Suarez (Trax 2)",,,,MEGA,19391,"Jun 15, 2019"
,Cats,2019-06-08,tearsofhate,"Ostrava, Czech Republic",audio,"Hana Fialová (Grizabella), Jan Drahovzal (Old Deuteronomy), Miroslav Urbánek ml. (Gus), Kristýna Štarhová (Bombalurina), Laco Hudec Šubrt (Munkustrap), Ján Slezák (Rum Tum Tugger), Andrea Gabrišová (Demeter), Pavlína Palmovská (Cassandra), Peter Svetlík (Skimbleshanks), Jaroslav Rusnák (Bustopher Jones), Vladislav Plevčík (Mungojerrie), Barbora Remišová (Rumpleteazer), Marianna Polyáková (Jellylorum), Jarmila Hašková (Jennyanydots), Michal Bublík (Mr. Mistoffelees), Petr Nebřenský (Macavity), Andrea Kheilová (Alonzo), Michal Candrák (Carbucketty), Chiara Frídlová (Jemima), Vendula Wolná (Electra), Martina Vlčková (Griddlebone), Roberta Battistini (Tantomile), Petr Nebřenský (Rumpus Cat), Barbora Onderková (Victoria), Tomáš Krpec (Coricopat), Ludmila Semelová (Exotica)",,,,MEGA,1133788,"Jun 8, 2019"
,Starlight Express,2019-06-02,Oceanofdebris,"Bochum, Germany",audio,"Markus Fetter (Rusty), Hollie Aires (Pearl), Ben Carruthers (Greaseball), Adam Lake (Electra), Reva Rice (Momma), Rose Ouellette (Dinah), Emilie du Leslay (Carrie), Daniel Ellison (Caboose), Christian Jones (Dustin), Charles Butcher (Flat Top), Garry Kessing (Rocky 1), Tom Nihill (Ruhrgold), Terence Uphoff (Espresso), Whitney Martins (Coco), Jamie Landmann (u/s Brexit), Jamie Sidhom (Manga), Jae Red Lempriere | RED (Turnov), Hollie Jane Stephens (Joule), Anthony Cragg (Volta), Halimah Kyrgios (Wrench), Isaac Edwards (Killerwatt), Etienne Vogel (Trax 1), Jeremy Suarez (Trax 2)",,,,MEGA,28575,"Jun 2, 2019"
,Cats,2019-04-22,Toshos,International Tour,video,"Elizabeth Futter (u/s Grizabella), John Ellis (Old Deuteronomy), Matt Harrop (Gus), Sally Frith (Bombalurina), Jak Skelly (Munkustrap), Dan Partridge (Rum Tum Tugger), Ella Nonini (Demeter), Katie Deacon (Cassandra), Matthew Rowland (Skimbleshanks), Matt Harrop (Bustopher Jones), Billy Mahoney (Mungojerrie), Kirsty Ingram (Rumpleteazer), Amy Whittle (u/s Jellylorum), Ceili O'Connor (Jennyanydots), Alex Harrison (Mr. Mistoffelees), Thomas Inge (Macavity), Lloyd Davies (Alonzo), Matt Harrop (Growltiger), Dean Ambrose (Bill Bailey), Thomas Inge (Admetus), Dean Ambrose (Tumblebrutus), Louis van Leer (Carbucketty), Grace Swaby-Moore (Jemima), Eilish Harmon-Beglan (Tantomile), Hannah Kenna Thomas (Victoria), Fletcher Dobinson (Coricopat)",,,,MEGA,9197,"Apr 22, 2019"
,Cats,2019-03-15,thehouseonsunset,Sixth US National Tour,video,"Keri René Fuller (Grizabella), Brandon Michael Nase (Old Deuteronomy), Timothy Gulan (Gus), Lexie Plath (Bombalurina), Dan Hoy (Munkustrap), McGee Maddox (Rum Tum Tugger), Liz Schmitz (Demeter), Mariah Reives (Cassandra), Ethan Saviet (Skimbleshanks), Timothy Gulan (Bustopher Jones), Tony d'Alelio (Mungojerrie), Rose Iannaccone (Rumpleteazer), Maria Failla (u/s Jellylorum), Emily Jeanne Phillips (Jennyanydots), Tion Gaston (Mr. Mistoffelees), Tyler John Logan (Macavity), Phillip Deceus (Alonzo), Timothy Gulan (Growltiger), Devin Neilson (Bill Bailey), Tyler John Logan (Admetus), Devin Neilson (Tumblebrutus), Ahren Victory (Sillabub), Anthony Zas (Pouncival), Halli Toland (Tantomile), Laura K Kaufman (u/s Victoria), PJ DiGaetano (Coricopat)",,DVD,,MEGA,9139,"Mar 15, 2019"
,Mean Girls,2019-03-10,taylouderman,Broadway,audio,"Erika Henningsen (Cady Heron), Taylor Louderman (Regina George), Ashley Park (Gretchen Wieners), Kate Rockwell (Karen Smith), Tee Boyich (s/b Janis Sarkisian), Grey Henson (Damian Hubbard), Kyle Selig (Aaron Samuels), Cheech Manohar (Kevin Gnapoor), Jennifer Simard (Mrs. Heron), Jennifer Simard (Ms. Norbury), Jennifer Simard (Mrs. George), Rick Younger (Principal Duvall), Gianna Yanelli (Ensemble), Bria Jené Williams (Ensemble), Kamille Upshaw (Ensemble), Jonalyn Saxer (Ensemble), Nikhil Saboo (Ensemble), Curtis Holland (Ensemble), Devon Hadsell (Ensemble), Riza Takahashi (Ensemble), Kevin Csolak (Ensemble), DeMarius R. Copes (Ensemble), Ben Cook (Ensemble), Collins Conley (Ensemble), Ixchel Cuellar (s/w Ensemble), Myles McHale (Ensemble), Brendon Stimson (Ensemble)",,MP3 (untracked) - 63.6 MB,,MEGA,7729,"Mar 10, 2019"
,Jesus Christ Superstar,2019-03-08,cynicale,"Sarpsborg, Norway",audio,"Jonas Groth (Jesus Christ), Philip Bøckmann (Judas Iscariot), Malin Schavenius (Mary Magdalene), Ann-Christin Elverum (Pontius Pilate), Trond Gudevold (Caiaphas), Monica Hjelle (Annas), Martin Hovland (Peter), Stian Joneid (Simon Zealotes), Pål Nielsen (King Herod)",,,,MEGA,1003205,"Mar 8, 2019"
,Hamilton,2019-02-16,euphorianger,Broadway,audio,"Michael Luwoye (Alexander Hamilton), Denée Benton (Eliza Hamilton), Gregory Treco (s/b Aaron Burr), Mandy Gonzalez (Angelica Schuyler), Carvens Lissaint (George Washington), James Monroe Iglehart (Marquis de Lafayette), James Monroe Iglehart (Thomas Jefferson), Wallace Smith (Hercules Mulligan), Wallace Smith (James Madison), Anthony Lee Medina (John Laurens), Anthony Lee Medina (Philip Hamilton), Joanna A Jones (Peggy Schuyler), Joanna A Jones (Maria Reynolds), Euan Morton (King George III), Marc delaCruz (Philip Schuyler), Marc delaCruz (James Reynolds), Marc delaCruz (Doctor), Thayne Jasperson (Samuel Seabury), Neil Haskell (Charles Lee), Mikey Winslow (s/w George Eacker), Johanna Moise (s/w Ensemble), Lauren Boyd (Ensemble), Karla Puno Garcia (s/w Ensemble), Raven Thomas (Ensemble), Zelig Williams (Ensemble), Eddy Lee (s/w Ensemble)",,,,MEGA,7016,"Feb 16, 2019"
,The Phantom of the Opera (Andrew Lloyd Webber),2019-02-13,Unknown,First Brazilian Revival,audio,"Leonardo Neiva (alt The Phantom of the Opera), Giulia Nadruz (alt Christine Daaé), Fred Silveira (Raoul de Chagny), Bete Diva (Carlotta Giudicelli), Sandro Christopher (Monsieur Firmin), Marcos Lanza (Monsieur André), Taís Víera (Madame Giry), Cleyton Pulzi (Ubaldo Piangi), Fernanda Muniz (Meg Giry)",,,,MEGA,22097,"Feb 13, 2019"
,"Natasha, Pierre & The Great Comet of 1812",2019-01-19,Unknown,Japan (Toho),audio,"Erika Ikuta (Natasha), Yoshio Inoue (Pierre), Rinko Matsubara (Sonya), Kaoru Harada (Marya D.), Ryosei Konishi (Anatole), Hiromu Kiriya (Hélène), Kouki Mizuta (Dolokhov), Shinji Takeda (Bolkonsky), Shoko Haida (Mary), Meili Mu (Balaga), Shinji Takeda (Andrey), Shoko Haida (Opera Singer), Shoko Haida (Maidservant), Daisuke Moriyama (Ensemble), Shinichiro Kogure (Ensemble), Alyssa Chetrick (Ensemble), Momoko Aida (Ensemble), Kayo Aguri (Ensemble), Yasuhiro Yamano (Ensemble), Gen Yamada (Ensemble), Nao Tsukamoto (Ensemble), Momoko Takeda (Ensemble), Marie Sugaya (Ensemble), Shoko Sakai (Ensemble), Sayu Otsuki (Ensemble), Takumi Omine (Ensemble), Hannah Muramatsu (Ensemble)",,,,MEGA,18197,"Jan 19, 2019"
,Cats,2019-01-01,press-reel,Vienna Revival,video,"Ana Milva Gomes (Grizabella), Hannah Kenna Thomas (Victoria)",,,,MEGA,26864,"Jan 1, 2019"
,Cats,2018-12-03,Unknown,Third Mexico Tour,audio,"Yuridia Valenzuela Canseco | Yuri (Grizabella), Lalo Manzano (Old Deuteronomy), Juan Carlos Casasola (Rum Tum Tugger)",,M4A,,MEGA,1128935,"Dec 3, 2018"
,Hamilton,2018-11-01,NYCG8R,West End,video,"Sifiso Mazibuko (s/b Alexander Hamilton), Rachelle Ann Go (Eliza Hamilton), Giles Terera (Aaron Burr), Rachel John (Angelica Schuyler), Obioma Ugoala (George Washington), Jason Pennycooke (Marquis de Lafayette), Jason Pennycooke (Thomas Jefferson), Tarinn Callender (Hercules Mulligan), Tarinn Callender (James Madison), Cleve September (John Laurens), Cleve September (Philip Hamilton), Christine Allado (Peggy Schuyler), Christine Allado (Maria Reynolds), Michael Jibson (King George III), Leah Hill (Ensemble)",,,,MEGA,8409,"Nov 1, 2018"
,Cats,2018-10-14,Unknown,"Ostrava, Czech Republic",audio,"Hana Fialová (Grizabella), Tomáš Novotný (Old Deuteronomy), Libor Olma (Gus), Veronika Prášil Gidová (Bombalurina), Laco Hudec Šubrt (Munkustrap), Andrea Gabrišová (Demeter), Pavlína Palmovská (Cassandra), Vladislav Plevčík (Skimbleshanks), Jan Drahovzal (Bustopher Jones), Jaroslav Rusnák (Mungojerrie), Romana Dang Van (Rumpleteazer), Marianna Polyáková (Jellylorum), Jarmila Hašková (Jennyanydots), Michal Bublík (Mr. Mistoffelees), Petr Nebřenský (Macavity), Karolína Valalíková (Alonzo), Laco Hudec Šubrt (Growltiger), Michal Candrák (Carbucketty), Jana Kováčová (Jemima), Vendula Wolná (Electra), Eva Zbrožková (Griddlebone), Roberta Battistini (Tantomile), Petr Nebřenský (Rumpus Cat), Barbora Onderková (Victoria), Adam Živnůstka (Coricopat), Barbora Smíšková (Exotica), Martina Pawerová (alt Bazarka), Peter Dollnajec (alt Ensemble)",,FLAC,,MEGA,1118818,"Oct 14, 2018"
,Love Never Dies,2018-09-25,SunsetBlvd79,First US National Tour,video,"Bronson Norris Murphy (The Phantom), Meghan Picerno (Christine Daaé), Sean Seamus Thompson (Raoul de Chagny), Karen Mason (Madame Giry), Mary Michael Patterson (Meg Giry), Katrina Kemp (Fleck), Richard Koons (Squelch), Stephen Petrovich (Gangle), Jake Heston Miller (Gustave)",,,,MEGA,5797,"Sep 25, 2018"
,Heathers: The Musical,2018-09-06,Unknown,West End,audio,"Carrie Hope Fletcher (Veronica Sawyer), Jamie Muscato (Jason ""J.D."" Dean), Jodie Steele (Heather Chandler), T'Shan Williams (Heather Duke), Sophie Isaacs (Heather McNamara), Dominic Andersen (Ram Sweeney), Christopher Chung (Kurt Kelly), Jenny O'Leary (Martha Dunnstock), Rebecca Lock (Ms. Fleming), Sergio Pasquariello (u/s Ram's Dad), Jon Boydon (Kurt's Dad), Rebecca Lock (Veronica's Mom), Jon Boydon (Veronica's Dad), Sergio Pasquariello (u/s Big Bud Dean), Jon Boydon (Principal Gowan), Alex James-Hatton (Beleaguered Geek), Sergio Pasquariello (Preppy Stud), John Lumsden (Hipster Dork), Lauren Drew (New Wave Party Girl), Charlotte Jaconelli (Stoner Chick), Olivia Moore (Young Republicanette), Merryl Ansah (Drama Club Drama Queen), Sergio Pasquariello (Officer McCord), Alex James-Hatton (Officer Milner)",,MP3 (untracked) - 97.3 MB,,MEGA,13703,"Sep 6, 2018"
,The Hunchback of Notre Dame (Disney),2018-06-17,sugarsbuttertrades,5th Avenue Theatre,audio,"Joshua Castille (Quasimodo), Dan'yelle Williamson (Esmeralda), Allen Fitzpatrick (Claude Frollo), Brandon O'Neill (Captain Phoebus de Martin), Dane Stockinger (Clopin Trouillefou)",,,,MEGA,19210,"Jun 17, 2018"
,Mean Girls,2018-04-04,gambateses,Broadway,audio,"Erika Henningsen (Cady Heron), Taylor Louderman (Regina George), Ashley Park (Gretchen Wieners), Kate Rockwell (Karen Smith), Barrett Wilbert Weed (Janis Sarkisian), Grey Henson (Damian Hubbard), Kyle Selig (Aaron Samuels), Cheech Manohar (Kevin Gnapoor), Kerry Butler (Mrs. Heron), Kerry Butler (Ms. Norbury), Kerry Butler (Mrs. George), Rick Younger (Principal Duvall), Gianna Yanelli (Ensemble), Zurin Villanueva (Ensemble), Kamille Upshaw (Ensemble), Jonalyn Saxer (Ensemble), Nikhil Saboo (Ensemble), Curtis Holland (Ensemble), Devon Hadsell (Ensemble), Riza Takahashi (Ensemble), Kevin Csolak (Ensemble), DeMarius R. Copes (Ensemble), Ben Cook (Ensemble), Collins Conley (Ensemble), Stephanie Lynn Bissonnette (Ensemble), Myles McHale (Ensemble), Brendon Stimson (Ensemble)",,,,MEGA,23751,"Apr 4, 2018"
,Jesus Christ Superstar,2018-04-01,anyirismusical,Vienna (Easter Concerts),audio,"Drew Sarich (Jesus Christ), Sasha di Capri (Judas Iscariot), Barbara Obermeier (Mary Magdalene), Filippo Strocchi (Pontius Pilate), Dean Welterlen (t/r Caiaphas), Charles Kreische (Annas), Christopher Dederichs (Peter), Vini Gomes (Simon Zealotes), Nicolas Tenerani (King Herod), Gerben Grimmius (Priest), Peter Kratochvil (Priest), Florian Resetarits (Priest), Floor Krijnen (Soul Singer), Julia Waldmayer (Soul Singer), Anouk Rietveld (Soul Singer), Abla Alaoui (Ensemble), Anja Backus (Ensemble), Susanna Panzner (Ensemble), Tanja Petrasek (Ensemble), Anna-Julia Rogers (Ensemble), Diana Schnierer (Ensemble), Anetta Szabo (Ensemble), Jasper Caransa (Ensemble), Tim Huning (Ensemble), Wolfgang Postlbauer (Ensemble)",,,,MEGA,1114533,"Apr 1, 2018"
,Cats,2018-03-22,Unknown,Japan,audio,"Chiaki Kimura (Grizabella), Toma Masaki (Old Deuteronomy), Mitsuyuki Fujita (Gus), Haruka Yamazaki (Bombalurina), Susumu Kato (Munkustrap), Shinya Tanabe (Rum Tum Tugger), Tsukushi Maruno (Demeter), Eiko Kataoka (Cassandra), Kaisaer Tatike (Skimbleshanks), Mitsuyuki Fujita (Bustopher Jones), Haruaki Tamai (Mungojerrie), Yuki Yamanaka (Rumpleteazer), Haruka Manase (Jellylorum), Sayuri Ataka (Jennyanydots), Naoya Matsude (Mr. Mistoffelees), Sho Kawano (Macavity), Mitsuyuki Fujita (Growltiger), Jimu Yoshioka (Bill Bailey), Sho Kawano (Admetus), Jimu Yoshioka (Tumblebrutus), Hiroki Terunuma (Carbucketty), Akane Kashima (Jemima), Mariko Gosho (Sillabub), Tomomi Manabe (Tantomile), Tomoki Kawakami (Rumpus Cat), Saki Sugino (Victoria), Shu Oshida (Coricopat), Shinichi Shinjo (Gilbert)",NFT except through Master. https://mymastersinfo.weebly.com/,,,MEGA,1003092,"Mar 22, 2018"
,Phantom (Yeston/Kopit),2018-01-01,Unknown,Japan (Takarazuka),audio,"Futo Nozomi (Erik | The Phantom), Kiho Maya (Christine Daaé), Jun Asami (Count Philippe de Chandon), Sakina Ayakaze (Gérard Carrière), Rin Maisaki (Carlotta), Sho Ayanagi (Alain Cholet), Haruto Sono (Jean-Claude), Kiwa Asazuki (Belladova), Haruto Mana (Inspector Ledoux), Tsubasa Amatsuki (Joseph Buquet), Yukino Himehana (Flora), Sea Towaki (Young Carrière), Nozomi Seina (Florence), Saki Suwa (Phantom's Follower), Haruna Hoka (Phantom's Follower), Agata Sen (Phantom's Follower), Aina Satsuki (Phantom's Follower), Rui Manomiya (Phantom's Follower), Chio Shono (Phantom's Follower), Sera Ayami (Young Erik), Umi Kirara (Dancer), Yuka Haori (Dancer), Riri Kotohane (Dancer), Emiri Karen (Dancer), Anna Sara (Dancer), Michiru Irodori (Sorelli), Haruki Hinata (Pauligny), Himari Nonoka (Fleure), Oka Aya (Lachenal), Yuri Kano (Georges), Sea Towaki (Sergio), Yuka Machi (Tournier), Rika Masumi (Gabrielle), Mako Sahana (Madame Daurine), Karen Chikaze (Valerius), Kazuki Toma (Moncharmin), Asu Kujou (Mauclerc), Ko Tachibana (Papin), Reo Kiraha (Richard), Kaoru Oji (Mifroit), Sumire Ai (Jeamme), Konomi Anno (Mireille), Yuri Shiramine (Lulu), Maoto Yume (Bell Captain), Hana Jun (Meg Daurine)",NFT except through Master. https://mymastersinfo.weebly.com/,,,MEGA,1113035,"Jan 1, 2018"
,The Man Who Laughs,2018-01-01,pro-shot,South Korea (First Season),video,"박강현 Park Kang-hyun (Gwynplaine), 양준모 Yang Joon-mo (Ursus), 신영숙 Shin Young-sook (Lady Josiana), 민경아 Min Kyung-ah (Dea), 조휘 Jo Hwi (Lord David Dirry-Moir), 이상준 Lee Sang-jun (Phedro), 김나윤 Kim Na-yoon (Queen Anne), 허재연 Heo Jae-yeon (Violonist), 박준우  Park Jun-woo (Little Gwynplaine)",,,,MEGA,2019067,"Jan 1, 2018"
,The Phantom of the Opera (Andrew Lloyd Webber),2018-01-01,Unknown,Japanese Tour,audio,"Seiji Hashimoto (The Phantom of the Opera), Asami Iwashiro (Christine Daaé), Ryota Suzuki (Raoul de Chagny), Aya Kawamura (Carlotta Giudicelli), Akira Aoki (Monsieur Firmin), Morito Masuda (Monsieur André), Yuri Sawa (Madame Giry), Hironobu Yamaguchi (Ubaldo Piangi), Anna Kuroyanagi (Meg Giry), Yo Tanabe (Joseph Buquet)",NFT except through Master. https://mymastersinfo.weebly.com/,WAV,,MEGA,1113038,"Jan 1, 2018"
,Cats,2017-12-30,Unknown,First Broadway Revival,audio,"Mamie Parris (Grizabella), Nathaniel Stampley (Old Deuteronomy), Christopher Gurr (Gus), Mackenzie Warren (Bombalurina), Andy Huntington Jones (Munkustrap), Tyler Hanes (Rum Tum Tugger), Samantha Sturm (Demeter), Emily Grace Kersey (Cassandra), Aaron J. Albano (Skimbleshanks), Christopher Gurr (Bustopher Jones), Zachary Daniel Jones (Mungojerrie), Haley Fish (Rumpleteazer), Sara Jean Ford (Jellylorum), Sarah Marie Jenkins (Jennyanydots), Zachary Downer (Mr. Mistoffelees), Marc Heitzman (Macavity), Sam Lips (Alonzo), Christopher Gurr (Growltiger), Marc Heitzman (Admetus), Jakob Karr (Carbucketty), Jessica Cohen (Sillabub), Evan Kasprzak (Pouncival), Mallory Michaellann (Electra), Emily Tate (Tantomile), Claire Rathbun (Victoria), Ron Todorowski (Coricopat)",,,,MEGA,1001298,"Dec 30, 2017"
,Cats,2017-11-11,Unknown,Japan,audio,"Nao Matsumoto (Grizabella), Atsuto Yamada (Old Deuteronomy), Chica Watanabe (Bombalurina), Susumu Kato (Munkustrap), Shinya Tanabe (Rum Tum Tugger), Chihiro Harada (Demeter), Eiko Kataoka (Cassandra), Kaisaer Tatike (Skimbleshanks), Toma Masaki (Bustopher Jones), Haruaki Tamai (Mungojerrie), Yuki Yamanaka (Rumpleteazer), Miki Okudaira (Jellylorum), Sayuri Ataka (Jennyanydots), Naoya Matsude (Mr. Mistoffelees), Suguru Fuminaga (Macavity), Toma Masaki (Growltiger), Kengo Tsukasita (Tumblebrutus), Shun Kuwahara (Carbucketty), Ikue Matsuyama (Jemima), Kanako Hujiwara (Sillabub), Miki Okudaira (Griddlebone), Toma Masaki (Asparagus), Emi Takakura (Tantomile), Keisuke Araki (Rumpus Cat), Mineko Baba (Victoria), Shu Oshida (Coricopat), Koya Hida (Gilbert)",,,,MEGA,1124975,"Nov 11, 2017"
,Starlight Express,2017-09-16,shoeroom,Off-West End Workshop,audio,"George Ure (Rusty), Christina Bennington (Pearl), Oliver Tompsett (Greaseball), Liam Tamne (Electra), Mica Paris (Momma), Natalie McQueen (Dinah), Sabrina Aloueche (Belle the Sleeping Car), Laila Zaidi (Tassita), Patrick Sullivan (Caboose), Anthony Selwyn (Dustin)",,,,MEGA,8129,"Sep 16, 2017"
